# timestamp, x, y, z, rx, ry, rz
0,0.00000000000000,-0.00000000000000,-4.03112887415000,-0.00000000000000,-0.00000000000000,1.57079632679490
249592,0.00079150932197,-0.00000124330096,-4.03112879644366,-0.00015430054071,-0.00015405835615,1.56922552497310
498370,0.00158301275452,-0.00000497319760,-4.03112856332463,-0.00030877681732,-0.00030780828690,1.56765471218727
746337,0.00237450440822,-0.00001118967124,-4.03112817479294,-0.00046342851796,-0.00046124979199,1.56608388847634
993496,0.00316597839374,-0.00001989269070,-4.03112763084859,-0.00061825533101,-0.00061438287115,1.56451305387919
1239848,0.00395742882180,-0.00003108221239,-4.03112693149160,-0.00077325694504,-0.00076720752412,1.56294220843468
1485397,0.00474884980320,-0.00004475818021,-4.03112607672200,-0.00092843304887,-0.00091972375066,1.56137135218160
1730145,0.00554023544890,-0.00006092052562,-4.03112506653983,-0.00108378333149,-0.00107193155052,1.55980048515873
1974095,0.00633157986998,-0.00007956916762,-4.03112390094511,-0.00123930748215,-0.00122383092345,1.55822960740479
2217250,0.00712287717772,-0.00010070401274,-4.03112257993791,-0.00139500519028,-0.00137542186920,1.55665871895848
2459612,0.00791412148358,-0.00012432495505,-4.03112110351826,-0.00155087614554,-0.00152670438754,1.55508781985843
2701184,0.00870530689925,-0.00015043187616,-4.03111947168623,-0.00170692003780,-0.00167767847823,1.55351691014326
2941968,0.00949642753666,-0.00017902464524,-4.03111768444188,-0.00186313655714,-0.00182834414104,1.55194598985155
3181966,0.01028747750803,-0.00021010311896,-4.03111574178527,-0.00201952539386,-0.00197870137574,1.55037505902180
3421183,0.01107845092586,-0.00024366714156,-4.03111364371649,-0.00217608623846,-0.00212875018210,1.54880411769253
3659619,0.01186934190299,-0.00027971654482,-4.03111139023561,-0.00233281878166,-0.00227849055989,1.54723316590218
3897278,0.01266014455260,-0.00031825114806,-4.03110898134272,-0.00248972271440,-0.00242792250891,1.54566220368917
4134163,0.01345085298823,-0.00035927075812,-4.03110641703792,-0.00264679772781,-0.00257704602892,1.54409123109186
4370275,0.01424146132385,-0.00040277516942,-4.03110369732129,-0.00280404351325,-0.00272586111972,1.54252024814860
4605618,0.01503196367381,-0.00044876416389,-4.03110082219295,-0.00296145976227,-0.00287436778109,1.54094925489767
4840193,0.01582235415295,-0.00049723751104,-4.03109779165301,-0.00311904616666,-0.00302256601283,1.53937825137735
5074004,0.01661262687654,-0.00054819496790,-4.03109460570158,-0.00327680241837,-0.00317045581473,1.53780723762585
5307052,0.01740277596039,-0.00060163627906,-4.03109126433879,-0.00343472820962,-0.00331803718659,1.53623621368134
5539342,0.01819279552080,-0.00065756117664,-4.03108776756477,-0.00359282323278,-0.00346531012821,1.53466517958198
5770874,0.01898267967462,-0.00071596938033,-4.03108411537964,-0.00375108718048,-0.00361227463940,1.53309413536586
6001651,0.01977242253929,-0.00077686059737,-4.03108030778356,-0.00390951974551,-0.00375893071995,1.53152308107107
6231677,0.02056201823283,-0.00084023452253,-4.03107634477666,-0.00406812062090,-0.00390527836969,1.52995201673561
6460953,0.02135146087388,-0.00090609083815,-4.03107222635911,-0.00422688949987,-0.00405131758843,1.52838094239749
6689482,0.02214074458173,-0.00097442921412,-4.03106795253106,-0.00438582607586,-0.00419704837597,1.52680985809466
6917267,0.02292986347634,-0.00104524930788,-4.03106352329267,-0.00454493004249,-0.00434247073214,1.52523876386504
7144310,0.02371881167838,-0.00111855076443,-4.03105893864411,-0.00470420109363,-0.00448758465677,1.52366765974650
7370613,0.02450758330922,-0.00119433321633,-4.03105419858557,-0.00486363892330,-0.00463239014967,1.52209654577689
7596179,0.02529617249097,-0.00127259628370,-4.03104930311722,-0.00502324322577,-0.00477688721067,1.52052542199400
7821010,0.02608457334654,-0.00135333957420,-4.03104425223926,-0.00518301369548,-0.00492107583961,1.51895428843562
8045109,0.02687277999960,-0.00143656268309,-4.03103904595188,-0.00534295002711,-0.00506495603631,1.51738314513946
8268478,0.02766078657467,-0.00152226519316,-4.03103368425527,-0.00550305191551,-0.00520852780062,1.51581199214321
8491120,0.02844858719709,-0.00161044667478,-4.03102816714965,-0.00566331905575,-0.00535179113237,1.51424082948454
8713037,0.02923617599309,-0.00170110668587,-4.03102249463523,-0.00582375114309,-0.00549474603139,1.51266965720106
8934232,0.03002354708977,-0.00179424477195,-4.03101666671222,-0.00598434787301,-0.00563739249755,1.51109847533036
9154707,0.03081069461517,-0.00188986046609,-4.03101068338086,-0.00614510894118,-0.00577973053068,1.50952728390998
9374464,0.03159761269826,-0.00198795328892,-4.03100454464137,-0.00630603404347,-0.00592176013063,1.50795608297743
9593505,0.03238429546898,-0.00208852274867,-4.03099825049398,-0.00646712287595,-0.00606348129726,1.50638487257019
9811834,0.03317073705828,-0.00219156834112,-4.03099180093895,-0.00662837513491,-0.00620489403042,1.50481365272568
10029453,0.03395693159810,-0.00229708954966,-4.03098519597652,-0.00678979051680,-0.00634599832996,1.50324242348131
10246363,0.03474287322145,-0.00240508584522,-4.03097843560695,-0.00695136871832,-0.00648679419576,1.50167118487445
10462568,0.03552855606238,-0.00251555668634,-4.03097151983049,-0.00711310943632,-0.00662728162766,1.50009993694242
10678069,0.03631397425604,-0.00262850151914,-4.03096444864741,-0.00727501236788,-0.00676746062554,1.49852867972252
