# timestamp, x, y, z, rx, ry, rz
0,4.03112887415000,-0.00000000000000,0.00000000000000,-1.20919957615615,-1.20919957615614,1.20919957615614
498913,4.03110890363676,-0.01266414378089,0.00079151029846,-1.21082807152749,-1.20703010566035,1.20679312911766
995657,4.03104899229799,-0.02532816110705,0.00158302056640,-1.21245368641281,-1.20485944824349,1.20438639392251
1490243,4.03094914073650,-0.03799192552509,0.00237453077331,-1.21407642164420,-1.20268760517357,1.20197937226772
1982680,4.03080934995697,-0.05065531058413,0.00316604088868,-1.21569627804834,-1.20051457771666,1.19957206584728
2472977,4.03062962136595,-0.06331818983717,0.00395755088199,-1.21731325644655,-1.19834036713688,1.19716447635213
2961144,4.03040995677181,-0.07598043684230,0.00474906072272,-1.21892735765476,-1.19616497469645,1.19475660547015
3447189,4.03015035838477,-0.08864192516407,0.00554057038036,-1.22053858248353,-1.19398840165570,1.19234845488620
3931123,4.02985082881685,-0.10130252837467,0.00633207982439,-1.22214693173806,-1.19181064927302,1.18994002628214
4412955,4.02951137108183,-0.11396212005529,0.00712358902430,-1.22375240621821,-1.18963171880496,1.18753132133681
4892693,4.02913198859525,-0.12662057379738,0.00791509794957,-1.22535500671848,-1.18745161150616,1.18512234172608
5370348,4.02871268517436,-0.13927776320389,0.00870660656969,-1.22695473402803,-1.18527032862943,1.18271308912284
5845928,4.02825346503808,-0.15193356189063,0.00949811485415,-1.22855158893070,-1.18308787142570,1.18030356519700
6319442,4.02775433280695,-0.16458784348746,0.01028962277242,-1.23014557220500,-1.18090424114407,1.17789377161556
6790901,4.02721529350312,-0.17724048163969,0.01108113029400,-1.23173668462411,-1.17871943903181,1.17548371004255
7260313,4.02663635255022,-0.18989135000921,0.01187263738836,-1.23332492695592,-1.17653346633435,1.17307338213910
7727688,4.02601751577341,-0.20254032227592,0.01266414402500,-1.23491029996301,-1.17434632429534,1.17066278956341
8193033,4.02535878939924,-0.21518727213886,0.01345565017339,-1.23649280440267,-1.17215801415661,1.16825193397079
8656360,4.02466018005560,-0.22783207331767,0.01424715580303,-1.23807244102690,-1.16996853715820,1.16584081701368
9117676,4.02392169477168,-0.24047459955370,0.01503866088339,-1.23964921058241,-1.16777789453836,1.16342944034163
9576991,4.02314334097788,-0.25311472461136,0.01583016538396,-1.24122311381064,-1.16558608753361,1.16101780560134
10034314,4.02232512650575,-0.26575232227946,0.01662166927424,-1.24279415144779,-1.16339311737867,1.15860591443666
10489653,4.02146705958786,-0.27838726637235,0.01741317252369,-1.24436232422477,-1.16119898530654,1.15619376848861
10943019,4.02056914885779,-0.29101943073137,0.01820467510182,-1.24592763286724,-1.15900369254845,1.15378136939539
11394420,4.01963140334999,-0.30364868922594,0.01899617697809,-1.24749007809563,-1.15680724033393,1.15136871879238
11843864,4.01865383249970,-0.31627491575503,0.01978767812200,-1.24904966062513,-1.15460962989078,1.14895581831217
12291362,4.01763644614286,-0.32889798424826,0.02057917850304,-1.25060638116570,-1.15241086244511,1.14654266958458
12736921,4.01657925451600,-0.34151776866734,0.02137067809068,-1.25216024042206,-1.15021093922129,1.14412927423663
13180551,4.01548226825614,-0.35413414300722,0.02216217685442,-1.25371123909373,-1.14800986144206,1.14171563389260
13622260,4.01434549840070,-0.36674698129741,0.02295367476374,-1.25525937787503,-1.14580763032844,1.13930175017402
14062058,4.01316895638734,-0.37935615760333,0.02374517178812,-1.25680465745505,-1.14360424709980,1.13688762469969
14499953,4.01195265405390,-0.39196154602743,0.02453666789704,-1.25834707851770,-1.14139971297385,1.13447325908568
14935954,4.01069660363824,-0.40456302071065,0.02532816306001,-1.25988664174172,-1.13919402916665,1.13205865494534
15370070,4.00940081777813,-0.41716045583351,0.02611965724649,-1.26142334780063,-1.13698719689263,1.12964381388934
15802310,4.00806530951111,-0.42975372561758,0.02691115042598,-1.26295719736280,-1.13477921736459,1.12722873752566
16232682,4.00669009227438,-0.44234270432655,0.02770264256795,-1.26448819109143,-1.13257009179373,1.12481342745961
