# timestamp, x, y, z, rx, ry, rz
0,4.03112887415000,-0.00000000000000,0.00000000000000,-1.20919957615615,-1.20919957615614,1.20919957615614
249592,4.03112388151855,-0.00633207979388,0.00039575515114,-1.21001418395479,-1.20811498935270,1.20799638876267
498370,4.03110890363676,-0.01266414378089,0.00079151029846,-1.21082807152749,-1.20703010566035,1.20679312911766
746337,4.03108394054231,-0.01899617615418,0.00118726543815,-1.21164123897877,-1.20594492523775,1.20558979743353
993496,4.03104899229799,-0.02532816110705,0.00158302056640,-1.21245368641281,-1.20485944824349,1.20438639392251
1239848,4.03100405899171,-0.03166008283284,0.00197877567939,-1.21326541393345,-1.20377367483599,1.20318291879662
1485397,4.03094914073650,-0.03799192552509,0.00237453077331,-1.21407642164420,-1.20268760517357,1.20197937226772
1730145,4.03088423767050,-0.04432367337752,0.00277028584435,-1.21488670964822,-1.20160123941443,1.20077575454745
1974095,4.03080934995697,-0.05065531058413,0.00316604088868,-1.21569627804834,-1.20051457771666,1.19957206584728
2217250,4.03072447778429,-0.05698682133915,0.00356179590250,-1.21650512694707,-1.19942762023819,1.19836830637848
2459612,4.03062962136595,-0.06331818983717,0.00395755088199,-1.21731325644655,-1.19834036713688,1.19716447635213
2701184,4.03052478094055,-0.06964940027311,0.00435330582333,-1.21812066664862,-1.19725281857043,1.19596057597911
2941968,4.03040995677181,-0.07598043684230,0.00474906072272,-1.21892735765476,-1.19616497469645,1.19475660547015
3181966,4.03028514914857,-0.08231128374054,0.00514481557633,-1.21973332956612,-1.19507683567242,1.19355256503573
3421183,4.03015035838477,-0.08864192516407,0.00554057038036,-1.22053858248353,-1.19398840165570,1.19234845488620
3659619,4.03000558481948,-0.09497234530967,0.00593632513098,-1.22134311650746,-1.19289967280352,1.19114427523168
3897278,4.02985082881685,-0.10130252837467,0.00633207982439,-1.22214693173806,-1.19181064927302,1.18994002628214
4134163,4.02968609076617,-0.10763245855702,0.00672783445677,-1.22295002827515,-1.19072133122120,1.18873570824732
4370275,4.02951137108183,-0.11396212005529,0.00712358902430,-1.22375240621821,-1.18963171880496,1.18753132133681
4605618,4.02932667020332,-0.12029149706876,0.00751934352317,-1.22455406566639,-1.18854181218106,1.18632686576000
4840193,4.02913198859525,-0.12662057379738,0.00791509794957,-1.22535500671848,-1.18745161150616,1.18512234172608
5074004,4.02892732674733,-0.13294933444190,0.00831085229968,-1.22615522947298,-1.18636111693681,1.18391774944408
5307052,4.02871268517436,-0.13927776320389,0.00870660656969,-1.22695473402803,-1.18527032862943,1.18271308912284
5539342,4.02848806441627,-0.14560584428571,0.00910236075579,-1.22775352048145,-1.18417924674033,1.18150836097099
5770874,4.02825346503808,-0.15193356189063,0.00949811485415,-1.22855158893070,-1.18308787142570,1.18030356519700
6001651,4.02800888762990,-0.15826090022282,0.00989386886097,-1.22934893947295,-1.18199620284163,1.17909870200917
6231677,4.02775433280695,-0.16458784348746,0.01028962277242,-1.23014557220500,-1.18090424114407,1.17789377161556
6460953,4.02748980120956,-0.17091437589069,0.01068537658471,-1.23094148722333,-1.17981198648888,1.17668877422412
6689482,4.02721529350312,-0.17724048163969,0.01108113029400,-1.23173668462411,-1.17871943903181,1.17548371004255
6917267,4.02693081037814,-0.18356614494274,0.01147688389649,-1.23253116450314,-1.17762659892846,1.17427857927843
7144310,4.02663635255022,-0.18989135000921,0.01187263738836,-1.23332492695592,-1.17653346633435,1.17307338213910
7370613,4.02633192076006,-0.19621608104969,0.01226839076580,-1.23411797207760,-1.17544004140489,1.17186811883176
7596179,4.02601751577341,-0.20254032227592,0.01266414402500,-1.23491029996301,-1.17434632429534,1.17066278956341
7821010,4.02569313838116,-0.20886405790089,0.01305989716213,-1.23570191070665,-1.17325231516090,1.16945739454087
8045109,4.02535878939924,-0.21518727213886,0.01345565017339,-1.23649280440267,-1.17215801415661,1.16825193397079
8268478,4.02501446966868,-0.22150994920548,0.01385140305496,-1.23728298114492,-1.17106342143743,1.16704640805963
8491120,4.02466018005560,-0.22783207331767,0.01424715580303,-1.23807244102690,-1.16996853715820,1.16584081701368
8713037,4.02429592145117,-0.23415362869381,0.01464290841377,-1.23886118414178,-1.16887336147363,1.16463516103903
8934232,4.02392169477168,-0.24047459955370,0.01503866088339,-1.23964921058241,-1.16777789453836,1.16342944034163
9154707,4.02353750095844,-0.24679497011861,0.01543441320806,-1.24043652044130,-1.16668213650689,1.16222365512721
9374464,4.02314334097788,-0.25311472461136,0.01583016538396,-1.24122311381064,-1.16558608753361,1.16101780560134
9593505,4.02273921582147,-0.25943384725632,0.01622591740730,-1.24200899078230,-1.16448974777282,1.15981189196942
9811834,4.02232512650575,-0.26575232227946,0.01662166927424,-1.24279415144779,-1.16339311737867,1.15860591443666
10029453,4.02190107407232,-0.27207013390836,0.01701742098097,-1.24357859589832,-1.16229619650526,1.15739987320810
10246363,4.02146705958786,-0.27838726637235,0.01741317252369,-1.24436232422477,-1.16119898530654,1.15619376848861
10462568,4.02102308414409,-0.28470370390243,0.01780892389858,-1.24514533651767,-1.16010148393635,1.15498760048287
10678069,4.02056914885779,-0.29101943073137,0.01820467510182,-1.24592763286724,-1.15900369254845,1.15378136939539
10892870,4.02010525487080,-0.29733443109374,0.01860042612959,-1.24670921336338,-1.15790561129646,1.15257507543050
11106972,4.01963140334999,-0.30364868922594,0.01899617697809,-1.24749007809563,-1.15680724033393,1.15136871879238
11320377,4.01914759548730,-0.30996218936630,0.01939192764350,-1.24827022715325,-1.15570857981426,1.15016229968500
11533089,4.01865383249970,-0.31627491575503,0.01978767812200,-1.24904966062513,-1.15460962989078,1.14895581831217
11745110,4.01815011562920,-0.32258685263429,0.02018342840979,-1.24982837859987,-1.15351039071670,1.14774927487754
11956441,4.01763644614286,-0.32889798424826,0.02057917850304,-1.25060638116570,-1.15241086244511,1.14654266958458
12167085,4.01711282533275,-0.33520829484318,0.02097492839794,-1.25138366841056,-1.15131104522901,1.14533600263656
12377045,4.01657925451600,-0.34151776866734,0.02137067809068,-1.25216024042206,-1.15021093922129,1.14412927423663
12586322,4.01603573503474,-0.34782638997116,0.02176642757745,-1.25293609728747,-1.14911054457475,1.14292248458771
12794920,4.01548226825614,-0.35413414300722,0.02216217685442,-1.25371123909373,-1.14800986144206,1.14171563389260
13002840,4.01491885557239,-0.36044101203029,0.02255792591779,-1.25448566592749,-1.14690888997580,1.14050872235389
13210084,4.01434549840070,-0.36674698129741,0.02295367476374,-1.25525937787503,-1.14580763032844,1.13930175017402
13416656,4.01376219818327,-0.37305203506789,0.02334942338845,-1.25603237502233,-1.14470608265235,1.13809471755526
13622557,4.01316895638734,-0.37935615760333,0.02374517178812,-1.25680465745505,-1.14360424709980,1.13688762469969
13827789,4.01256577450514,-0.38565933316771,0.02414091995892,-1.25757622525850,-1.14250212382294,1.13568047180925
14032355,4.01195265405390,-0.39196154602743,0.02453666789704,-1.25834707851770,-1.14139971297385,1.13447325908568
14236257,4.01132959657586,-0.39826278045131,0.02493241559868,-1.25911721731732,-1.14029701470446,1.13326598673057
14439498,4.01069660363824,-0.40456302071065,0.02532816306001,-1.25988664174172,-1.13919402916665,1.13205865494534
14642079,4.01005367683326,-0.41086225107926,0.02572391027722,-1.26065535187492,-1.13809075651215,1.13085126393123
14844003,4.00940081777813,-0.41716045583351,0.02611965724649,-1.26142334780063,-1.13698719689263,1.12964381388934
15045272,4.00873802811503,-0.42345761925242,0.02651540396401,-1.26219062960224,-1.13588335045963,1.12843630502057
15245888,4.00806530951111,-0.42975372561758,0.02691115042598,-1.26295719736280,-1.13477921736459,1.12722873752566
15445854,4.00738266365853,-0.43604875921329,0.02730689662856,-1.26372305116506,-1.13367479775888,1.12602111160520
15645171,4.00669009227438,-0.44234270432655,0.02770264256795,-1.26448819109143,-1.13257009179373,1.12481342745961
15843843,4.00598759710074,-0.44863554524716,0.02809838824034,-1.26525261722401,-1.13146509962028,1.12360568528911
16041870,4.00527517990463,-0.45492726626769,0.02849413364191,-1.26601632964456,-1.13035982138960,1.12239788529381
16239256,4.00455284247804,-0.46121785168354,0.02888987876884,-1.26677932843454,-1.12925425725262,1.12119002767360
16436002,4.00382058663793,-0.46750728579300,0.02928562361732,-1.26754161367507,-1.12814840736020,1.11998211262826
16632111,4.00307841422615,-0.47379555289726,0.02968136818354,-1.26830318544696,-1.12704227186308,1.11877414035736
16827585,4.00232632710956,-0.48008263730052,0.03007711246369,-1.26906404383070,-1.12593585091191,1.11756611106032
17022427,4.00156432717990,-0.48636852330991,0.03047285645394,-1.26982418890644,-1.12482914465726,1.11635802493640
17216637,4.00079241635388,-0.49265319523564,0.03086860015048,-1.27058362075404,-1.12372215324956,1.11514988218470
17410219,4.00001059657312,-0.49893663739097,0.03126434354951,-1.27134233945300,-1.12261487683919,1.11394168300415
17603174,3.99921886980417,-0.50521883409231,0.03166008664720,-1.27210034508255,-1.12150731557640,1.11273342759353
17795505,3.99841723803849,-0.51149976965920,0.03205582943974,-1.27285763772155,-1.12039946961135,1.11152511615143
17987214,3.99760570329246,-0.51777942841438,0.03245157192332,-1.27361421744857,-1.11929133909412,1.11031674887630
18178303,3.99678426760737,-0.52405779468382,0.03284731409412,-1.27437008434185,-1.11818292417466,1.10910832596644
18368774,3.99595293304940,-0.53033485279678,0.03324305594832,-1.27512523847931,-1.11707422500285,1.10789984761995
18558629,3.99511170170963,-0.53661058708584,0.03363879748213,-1.27587967993856,-1.11596524172848,1.10669131403481
18747871,3.99426057570404,-0.54288498188691,0.03403453869171,-1.27663340879688,-1.11485597450122,1.10548272540881
18936501,3.99339955717348,-0.54915802153931,0.03443027957326,-1.27738642513123,-1.11374642347067,1.10427408193959
19124522,3.99252864828372,-0.55542969038579,0.03482602012295,-1.27813872901827,-1.11263658878631,1.10306538382464
19311935,3.99164785122534,-0.56169997277258,0.03522176033699,-1.27889032053431,-1.11152647059754,1.10185663126129
19498743,3.99075716821385,-0.56796885304943,0.03561750021155,-1.27964119975537,-1.11041606905367,1.10064782444668
19684948,3.98985660148960,-0.57423631556962,0.03601323974281,-1.28039136675714,-1.10930538430390,1.09943896357783
19870552,3.98894615331778,-0.58050234469003,0.03640897892697,-1.28114082161499,-1.10819441649735,1.09823004885159
20055557,3.98802582598847,-0.58676692477118,0.03680471776021,-1.28188956440398,-1.10708316578306,1.09702108046464
20239966,3.98709562181657,-0.59303004017727,0.03720045623872,-1.28263759519885,-1.10597163230993,1.09581205861351
20423779,3.98615554314182,-0.59929167527620,0.03759619435868,-1.28338491407401,-1.10485981622681,1.09460298349457
20607000,3.98520559232881,-0.60555181443962,0.03799193211627,-1.28413152110357,-1.10374771768245,1.09339385530406
20789629,3.98424577176695,-0.61181044204296,0.03838766950769,-1.28487741636131,-1.10263533682550,1.09218467423802
20971671,3.98327608387047,-0.61806754246552,0.03878340652911,-1.28562259992071,-1.10152267380452,1.09097544049236
21153125,3.98229653107843,-0.62432310009043,0.03917914317673,-1.28636707185493,-1.10040972876797,1.08976615426282
21333995,3.98130711585467,-0.63057709930474,0.03957487944674,-1.28711083223678,-1.09929650186424,1.08855681574501
21514282,3.98030784068787,-0.63682952449947,0.03997061533530,-1.28785388113881,-1.09818299324161,1.08734742513436
21693989,3.97929870809149,-0.64308036006958,0.04036635083862,-1.28859621863321,-1.09706920304829,1.08613798262616
